"AND r/m32, r32",21 /r,,"ModRM:r/m (r, w)",ModRM:reg (r),NA,NA
"AND r/m64, r64",REX.W + 21 /r,,"ModRM:r/m (r, w)",ModRM:reg (r),NA,NA
"AND r8, r/m8",22 /r,,"ModRM:reg (r, w)",ModRM:r/m (r),NA,NA
"AND r8 , r/m8",REX + 22 /r,,"ModRM:reg (r, w)",ModRM:r/m (r),NA,NA
"AND r16, r/m16",23 /r,,"ModRM:reg (r, w)",ModRM:r/m (r),NA,NA
"AND r32, r/m32",23 /r,,"ModRM:reg (r, w)",ModRM:r/m (r),NA,NA
"AND r64, r/m64",REX.W + 23 /r,,"ModRM:reg (r, w)",ModRM:r/m (r),NA,NA
"ANDN r32a, r32b, r/m32",VEX.NDS.LZ.0F38.W0 F2 /r,BMI1,ModRM:reg (w),VEX.vvvv (r),ModRM:r/m (r),NA
"ANDN r64a, r64b, r/m64",VEX.NDS.LZ.0F38.W1 F2 /r,BMI1,ModRM:reg (w),VEX.vvvv (r),ModRM:r/m (r),NA
"ANDNPD xmm1, xmm2/m128",66 0F 55 /r,SSE2,"ModRM:reg (r, w)",ModRM:r/m (r),NA,NA
"VANDNPD xmm1, xmm2, xmm3/m128",VEX.NDS.128.66.0F 55 /r,AVX,ModRM:reg (w),VEX.vvvv,ModRM:r/m (r),NA
"VANDNPD ymm1, ymm2, ymm3/m256",VEX.NDS.256.66.0F 55/r,AVX,ModRM:reg (w),VEX.vvvv,ModRM:r/m (r),NA
"VANDNPD xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst",EVEX.NDS.128.66.0F.W1 55 /r,AVX512VL AVX512DQ,ModRM:reg (w),EVEX.vvvv,ModRM:r/m (r),NA
"VANDNPD ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst",EVEX.NDS.256.66.0F.W1 55 /r,AVX512VL AVX512DQ,ModRM:reg (w),EVEX.vvvv,ModRM:r/m (r),NA
"VANDNPD zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst",EVEX.NDS.512.66.0F.W1 55 /r,AVX512DQ,ModRM:reg (w),EVEX.vvvv,ModRM:r/m (r),NA
"ANDNPS xmm1, xmm2/m128",NP 0F 55 /r,SSE,"ModRM:reg (r, w)",ModRM:r/m (r),NA,NA
"VANDNPS xmm1, xmm2, xmm3/m128",VEX.NDS.128.0F 55 /r,AVX,ModRM:reg (w),VEX.vvvv,ModRM:r/m (r),NA
"VANDNPS ymm1, ymm2, ymm3/m256",VEX.NDS.256.0F 55 /r,AVX,ModRM:reg (w),VEX.vvvv,ModRM:r/m (r),NA
"VANDNPS xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst",EVEX.NDS.128.0F.W0 55 /r,AVX512VL AVX512DQ,ModRM:reg (w),EVEX.vvvv,ModRM:r/m (r),NA
"VANDNPS ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst",EVEX.NDS.256.0F.W0 55 /r,AVX512VL AVX512DQ,ModRM:reg (w),EVEX.vvvv,ModRM:r/m (r),NA
"VANDNPS zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst",EVEX.NDS.512.0F.W0 55 /r,AVX512DQ,ModRM:reg (w),EVEX.vvvv,ModRM:r/m (r),NA
"ANDPD xmm1, xmm2/m128",66 0F 54 /r,SSE2,"ModRM:reg (r, w)",ModRM:r/m (r),NA,NA
"VANDPD xmm1, xmm2, xmm3/m128",VEX.NDS.128.66.0F 54 /r,AVX,ModRM:reg (w),VEX.vvvv,ModRM:r/m (r),NA
"VANDPD ymm1, ymm2, ymm3/m256",VEX.NDS.256.66.0F 54 /r,AVX,ModRM:reg (w),VEX.vvvv,ModRM:r/m (r),NA
"VANDPD xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst",EVEX.NDS.128.66.0F.W1 54 /r,AVX512VL AVX512DQ,ModRM:reg (w),EVEX.vvvv,ModRM:r/m (r),NA
"VANDPD ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst",EVEX.NDS.256.66.0F.W1 54 /r,AVX512VL AVX512DQ,ModRM:reg (w),EVEX.vvvv,ModRM:r/m (r),NA
"VANDPD zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst",EVEX.NDS.512.66.0F.W1 54 /r,AVX512DQ,ModRM:reg (w),EVEX.vvvv,ModRM:r/m (r),NA
"ANDPS xmm1, xmm2/m128",NP 0F 54 /r,SSE,"ModRM:reg (r, w)",ModRM:r/m (r),NA,NA
"VANDPS xmm1,xmm2, xmm3/m128",VEX.NDS.128.0F 54 /r,AVX,ModRM:reg (w),VEX.vvvv,ModRM:r/m (r),NA
"VANDPS ymm1, ymm2, ymm3/m256",VEX.NDS.256.0F 54 /r,AVX,ModRM:reg (w),VEX.vvvv,ModRM:r/m (r),NA
"VANDPS xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst",EVEX.NDS.128.0F.W0 54 /r,AVX512VL AVX512DQ,ModRM:reg (w),EVEX.vvvv,ModRM:r/m (r),NA
"VANDPS ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst",EVEX.NDS.256.0F.W0 54 /r,AVX512VL AVX512DQ,ModRM:reg (w),EVEX.vvvv,ModRM:r/m (r),NA
"VANDPS zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst",EVEX.NDS.512.0F.W0 54 /r,AVX512DQ,ModRM:reg (w),EVEX.vvvv,ModRM:r/m (r),NA
"ARPL r/m16, r16",63 /r,,ModRM:r/m (w),ModRM:reg (r),NA,NA
"BEXTR r32a, r/m32, r32b",VEX.NDS.LZ.0F38.W0 F7 /r,BMI1,ModRM:reg (w),ModRM:r/m (r),VEX.vvvv (r),NA
"BEXTR r64a, r/m64, r64b",VEX.NDS.LZ.0F38.W1 F7 /r,BMI1,ModRM:reg (w),ModRM:r/m (r),VEX.vvvv (r),NA
"BLENDPD xmm1, xmm2/m128, imm8",66 0F 3A 0D /r ib,SSE4_1,"ModRM:reg (r, w)",ModRM:r/m (r),imm8,NA
"VBLENDPD xmm1, xmm2, xmm3/m128, imm8",VEX.NDS.128.66.0F3A.WIG 0D /r ib,AVX,ModRM:reg (w),VEX.vvvv (r),ModRM:r/m (r),imm8[3:0]
"VBLENDPD ymm1, ymm2, ymm3/m256, imm8",VEX.NDS.256.66.0F3A.WIG 0D /r ib,AVX,ModRM:reg (w),VEX.vvvv (r),ModRM:r/m (r),imm8[3:0]
"BLENDPS xmm1, xmm2/m128, imm8",66 0F 3A 0C /r ib,SSE4_1,"ModRM:reg (r, w)",ModRM:r/m (r),imm8,NA
"VBLENDPS xmm1, xmm2, xmm3/m128, imm8",VEX.NDS.128.66.0F3A.WIG 0C /r ib,AVX,ModRM:reg (w),VEX.vvvv (r),ModRM:r/m (r),imm8
"VBLENDPS ymm1, ymm2, ymm3/m256, imm8",VEX.NDS.256.66.0F3A.WIG 0C /r ib,AVX,ModRM:reg (w),VEX.vvvv (r),ModRM:r/m (r),imm8
"BLENDVPD xmm1, xmm2/m128 , <XMM0>",66 0F 38 15 /r,SSE4_1,"ModRM:reg (r, w)",ModRM:r/m (r),implicit XMM0,NA
"VBLENDVPD xmm1, xmm2, xmm3/m128, xmm4",VEX.NDS.128.66.0F3A.W0 4B /r /is4,AVX,ModRM:reg (w),VEX.vvvv (r),ModRM:r/m (r),imm8[7:4]
"VBLENDVPD ymm1, ymm2, ymm3/m256, ymm4",VEX.NDS.256.66.0F3A.W0 4B /r /is4,AVX,ModRM:reg (w),VEX.vvvv (r),ModRM:r/m (r),imm8[7:4]
"BLENDVPS xmm1, xmm2/m128, <XMM0>",66 0F 38 14 /r,SSE4_1,"ModRM:reg (r, w)",ModRM:r/m (r),implicit XMM0,NA
"VBLENDVPS xmm1, xmm2, xmm3/m128, xmm4",VEX.NDS.128.66.0F3A.W0 4A /r /is4,AVX,ModRM:reg (w),VEX.vvvv (r),ModRM:r/m (r),imm8[7:4]
"VBLENDVPS ymm1, ymm2, ymm3/m256, ymm4",VEX.NDS.256.66.0F3A.W0 4A /r /is4,AVX,ModRM:reg (w),VEX.vvvv (r),ModRM:r/m (r),imm8[7:4]
"BLSI r32, r/m32",VEX.NDD.LZ.0F38.W0 F3 /3,BMI1,VEX.vvvv (w),ModRM:r/m (r),NA,NA
"BLSI r64, r/m64",VEX.NDD.LZ.0F38.W1 F3 /3,BMI1,VEX.vvvv (w),ModRM:r/m (r),NA,NA
"BLSMSK r32, r/m32",VEX.NDD.LZ.0F38.W0 F3 /2,BMI1,VEX.vvvv (w),ModRM:r/m (r),NA,NA
"BLSMSK r64, r/m64",VEX.NDD.LZ.0F38.W1 F3 /2,BMI1,VEX.vvvv (w),ModRM:r/m (r),NA,NA
"BLSR r32, r/m32",VEX.NDD.LZ.0F38.W0 F3 /1,BMI1,VEX.vvvv (w),ModRM:r/m (r),NA,NA
"BLSR r64, r/m64",VEX.NDD.LZ.0F38.W1 F3 /1,BMI1,VEX.vvvv (w),ModRM:r/m (r),NA,NA
"BNDCL bnd, r/m32",F3 0F 1A /r,MPX,ModRM:reg (w),ModRM:r/m (r),NA,
"BNDCL bnd, r/m64",F3 0F 1A /r,MPX,ModRM:reg (w),ModRM:r/m (r),NA,
"BNDCU bnd, r/m32",F2 0F 1A /r,MPX,ModRM:reg (w),ModRM:r/m (r),NA,
"BNDCU bnd, r/m64",F2 0F 1A /r,MPX,ModRM:reg (w),ModRM:r/m (r),NA,
"BNDCN bnd, r/m32",F2 0F 1B /r,MPX,ModRM:reg (w),ModRM:r/m (r),NA,
"BNDCN bnd, r/m64",F2 0F 1B /r,MPX,ModRM:reg (w),ModRM:r/m (r),NA,
"BNDLDX bnd, mib",NP 0F 1A /r,MPX,ModRM:reg (w),SIB.base (r): Address of pointer SIB.index (r),NA,
"BNDMK bnd, m32",F3 0F 1B /r,MPX,ModRM:reg (w),ModRM:r/m (r),NA,
"BNDMK bnd, m64",F3 0F 1B /r,MPX,ModRM:reg (w),ModRM:r/m (r),NA,
"BNDMOV bnd1, bnd2/m64",66 0F 1A /r,MPX,ModRM:reg (w),ModRM:r/m (r),NA,
"BNDMOV bnd1, bnd2/m128",66 0F 1A /r,MPX,ModRM:reg (w),ModRM:r/m (r),NA,
"BNDMOV bnd1/m64, bnd2",66 0F 1B /r,MPX,ModRM:r/m (w),ModRM:reg (r),NA,
"BNDMOV bnd1/m128, bnd2",66 0F 1B /r,MPX,ModRM:r/m (w),ModRM:reg (r),NA,
"BNDSTX mib, bnd",NP 0F 1B /r,MPX,SIB.base (r): Address of pointer SIB.index (r),ModRM:reg (r),NA,
"BOUND r16, m16&16",62 /r,,ModRM:reg (r),ModRM:r/m (r),NA,NA
"BOUND r32, m32&32",62 /r,,ModRM:reg (r),ModRM:r/m (r),NA,NA
"BSF r16, r/m16",0F BC /r,,ModRM:reg (w),ModRM:r/m (r),NA,NA
"BSF r32, r/m32",0F BC /r,,ModRM:reg (w),ModRM:r/m (r),NA,NA
"BSF r64, r/m64",REX.W + 0F BC /r,,ModRM:reg (w),ModRM:r/m (r),NA,NA
"BSR r16, r/m16",0F BD /r,,ModRM:reg (w),ModRM:r/m (r),NA,NA
"BSR r32, r/m32",0F BD /r,,ModRM:reg (w),ModRM:r/m (r),NA,NA
"BSR r64, r/m64",REX.W + 0F BD /r,,ModRM:reg (w),ModRM:r/m (r),NA,NA
BSWAP r32,0F C8+rd,,"opcode +rd (r, w)",NA,NA,NA
BSWAP r64,REX.W + 0F C8+rd,,"opcode +rd (r, w)",NA,NA,NA
"BT r/m16, r16",0F A3 /r,,ModRM:r/m (r),ModRM:reg (r),NA,NA
"BT r/m32, r32",0F A3 /r,,ModRM:r/m (r),ModRM:reg (r),NA,NA
"BT r/m64, r64",REX.W + 0F A3 /r,,ModRM:r/m (r),ModRM:reg (r),NA,NA
"BT r/m16, imm8",0F BA /4 ib,,ModRM:r/m (r),imm8,NA,NA
"BT r/m32, imm8",0F BA /4 ib,,ModRM:r/m (r),imm8,NA,NA
"BT r/m64, imm8",REX.W + 0F BA /4 ib,,ModRM:r/m (r),imm8,NA,NA
"BTC r/m16, r16",0F BB /r,,"ModRM:r/m (r, w)",ModRM:reg (r),NA,NA
"BTC r/m32, r32",0F BB /r,,"ModRM:r/m (r, w)",ModRM:reg (r),NA,NA
"BTC r/m64, r64",REX.W + 0F BB /r,,"ModRM:r/m (r, w)",ModRM:reg (r),NA,NA
"BTC r/m16, imm8",0F BA /7 ib,,"ModRM:r/m (r, w)",imm8,NA,NA
"BTC r/m32, imm8",0F BA /7 ib,,"ModRM:r/m (r, w)",imm8,NA,NA
"BTC r/m64, imm8",REX.W + 0F BA /7 ib,,"ModRM:r/m (r, w)",imm8,NA,NA
"BTR r/m16, r16",0F B3 /r,,"ModRM:r/m (r, w)",ModRM:reg (r),NA,NA
"BTR r/m32, r32",0F B3 /r,,"ModRM:r/m (r, w)",ModRM:reg (r),NA,NA
"BTR r/m64, r64",REX.W + 0F B3 /r,,"ModRM:r/m (r, w)",ModRM:reg (r),NA,NA
"BTR r/m16, imm8",0F BA /6 ib,,"ModRM:r/m (r, w)",imm8,NA,NA
"BTR r/m32, imm8",0F BA /6 ib,,"ModRM:r/m (r, w)",imm8,NA,NA
"BTR r/m64, imm8",REX.W + 0F BA /6 ib,,"ModRM:r/m (r, w)",imm8,NA,NA
"BTS r/m16, r16",0F AB /r,,"ModRM:r/m (r, w)",ModRM:reg (r),NA,NA
"BTS r/m32, r32",0F AB /r,,"ModRM:r/m (r, w)",ModRM:reg (r),NA,NA
"BTS r/m64, r64",REX.W + 0F AB /r,,"ModRM:r/m (r, w)",ModRM:reg (r),NA,NA
"BTS r/m16, imm8",0F BA /5 ib,,"ModRM:r/m (r, w)",imm8,NA,NA
"BTS r/m32, imm8",0F BA /5 ib,,"ModRM:r/m (r, w)",imm8,NA,NA
"BTS r/m64, imm8",REX.W + 0F BA /5 ib,,"ModRM:r/m (r, w)",imm8,NA,NA
"BZHI r32a, r/m32, r32b",VEX.NDS.LZ.0F38.W0 F5 /r,BMI2,ModRM:reg (w),ModRM:r/m (r),VEX.vvvv (r),NA
"BZHI r64a, r/m64, r64b",VEX.NDS.LZ.0F38.W1 F5 /r,BMI2,ModRM:reg (w),ModRM:r/m (r),VEX.vvvv (r),NA
CALL rel16,E8 cw,,,,,
CALL rel32,E8 cd,,,,,
CALL r/m16,FF /2,,,,,
CALL r/m32,FF /2,,,,,
CALL r/m64,FF /2,,,,,
CALL ptr16:16,9A cd,,,,,
CALL ptr16:32,9A cp,,,,,
CALL m16:16,FF /3,,,,,
CALL m16:32,FF /3,,,,,
CALL m16:64,REX.W + FF /3,,,,,
CBW,98,,NA,NA,NA,NA
CWDE,98,,NA,NA,NA,NA
CDQE,REX.W + 98,,NA,NA,NA,NA
CLAC,NP 0F 01 CA,SMAP,NA,NA,NA,NA
CLC,F8,,NA,NA,NA,NA
CLD,FC,,NA,NA,NA,NA
CLFLUSH m8,NP 0F AE /7,,ModRM:r/m (w),NA,NA,NA
CLFLUSHOPT m8,66 0F AE /7,,ModRM:r/m (w),NA,NA,NA
CLI,FA,,NA,NA,NA,NA
CLTS,0F 06,,NA,NA,NA,NA
CLWB m8,66 0F AE /6,CLWB,,,,
CMC,F5,,NA,NA,NA,NA
"CMOVA r16, r/m16",0F 47 /r,,"ModRM:reg (r, w)",ModRM:r/m (r),NA,NA
